Product_Supermarket_Identifier,Product_Supermarket_Sales
DRJ11_CHUKWUDI049,7099.0464
FDD56_CHUKWUDI018,5292.4595
FDM51_CHUKWUDI013,3579.9805
FDC15_CHUKWUDI018,3642.0005
FDN38_CHUKWUDI019,1399.2539
FDJ38_CHUKWUDI017,7188.9185
NCA42_CHUKWUDI027,9451.141
FDV38_CHUKWUDI013,1532.3667
NCK06_CHUKWUDI013,4319.19
FDI24_CHUKWUDI027,10570.587
FDB44_CHUKWUDI017,7721.444
FDG09_CHUKWUDI017,6560.043
DRB25_CHUKWUDI018,3082.0627
FDS01_CHUKWUDI017,6878.3057
FDW39_CHUKWUDI019,963.1563
NCT42_CHUKWUDI049,5495.8066
FDV09_CHUKWUDI017,5431.4263
NCF42_CHUKWUDI019,962.4007
FDQ11_CHUKWUDI027,14231.363
FDZ50_CHUKWUDI027,10642.92
FDC53_CHUKWUDI013,3302.7822
FDD17_CHUKWUDI045,8566.847
DRF01_CHUKWUDI018,4577.1807
NCP14_CHUKWUDI013,3563.9976
FDJ48_CHUKWUDI017,9538.518
DRH23_CHUKWUDI013,1556.7388
FDY04_CHUKWUDI017,5564.025
FDQ40_CHUKWUDI018,5563.395
FDI08_CHUKWUDI017,8785.879
FDC50_CHUKWUDI010,529.11304
FDO52_CHUKWUDI045,6171.9673
NCN53_CHUKWUDI013,1629.7712
FDX16_CHUKWUDI035,4853.18
NCQ50_CHUKWUDI027,12266.271
FDL15_CHUKWUDI049,5022.64
FDU34_CHUKWUDI013,4238.263
FDQ40_CHUKWUDI049,6831.7827
FDM10_CHUKWUDI035,7476.4565
DRE49_CHUKWUDI018,4185.529
FDA31_CHUKWUDI045,6010.6714
FDH21_CHUKWUDI035,5670.3413
NCP29_CHUKWUDI013,2084.0693
FDU20_CHUKWUDI019,702.7407
FDF22_CHUKWUDI049,8031.013
NCW41_CHUKWUDI046,5130.7114
NCO30_CHUKWUDI035,6362.9517
FDT09_CHUKWUDI045,4507.6753
FDZ25_CHUKWUDI045,5946.196
FDY04_CHUKWUDI027,9733.969
FDR23_CHUKWUDI045,5706.386
DRA12_CHUKWUDI010,851.0911
FDA20_CHUKWUDI049,6970.0405
FDY55_CHUKWUDI045,8810.086
FDL20_CHUKWUDI049,3722.8843
FDK09_CHUKWUDI019,1222.6816
NCM43_CHUKWUDI049,5664.575
FDY58_CHUKWUDI049,9052.166
FDP11_CHUKWUDI019,1154.6892
FDF44_CHUKWUDI018,4140.086
FDH14_CHUKWUDI045,4884.45
FDV01_CHUKWUDI010,740.0507
DRL49_CHUKWUDI035,5087.8164
FDO56_CHUKWUDI019,680.1876
FDR12_CHUKWUDI027,10433.666
FDE16_CHUKWUDI018,6844.0894
FDH27_CHUKWUDI018,4117.0425
NCY18_CHUKWUDI049,6485.2534
NCL18_CHUKWUDI049,6608.5386
FDX09_CHUKWUDI049,6595.9937
FDC28_CHUKWUDI046,3579.2097
FDR15_CHUKWUDI027,9281.263
NCH07_CHUKWUDI010,892.7498
FDF26_CHUKWUDI017,5658.5806
FDP28_CHUKWUDI035,9335.152
FDM13_CHUKWUDI035,4610.26
FDE46_CHUKWUDI027,9157.697
FDM36_CHUKWUDI046,6458.681
FDQ10_CHUKWUDI018,5103.736
FDM21_CHUKWUDI035,9032.949
NCK05_CHUKWUDI010,319.65515
FDV04_CHUKWUDI010,1015.7458
FDI07_CHUKWUDI027,11553.33
FDU57_CHUKWUDI013,5574.731
FDM25_CHUKWUDI035,6644.47
FDH35_CHUKWUDI013,4965.61
FDN60_CHUKWUDI027,9541.968
FDA26_CHUKWUDI035,7931.2188
DRC27_CHUKWUDI045,8197.595
DRM23_CHUKWUDI027,10196.9375
FDB36_CHUKWUDI018,4201.149
FDE17_CHUKWUDI013,5071.0034
FDE11_CHUKWUDI027,10407.123
FDU35_CHUKWUDI010,101.76234
FDY03_CHUKWUDI013,3664.185
FDZ49_CHUKWUDI049,9102.262
NCC07_CHUKWUDI013,3377.978
NCR05_CHUKWUDI045,7492.9507
NCK07_CHUKWUDI018,5165.6177
FDB28_CHUKWUDI045,6824.219
FDJ03_CHUKWUDI013,1438.0801
FDC38_CHUKWUDI013,4608.2437
FDZ57_CHUKWUDI018,4134.358
NCP18_CHUKWUDI035,5508.3643
FDB52_CHUKWUDI027,13679.491
NCA17_CHUKWUDI013,4666.5933
FDK20_CHUKWUDI013,4639.351
FDM36_CHUKWUDI049,6920.9126
FDQ25_CHUKWUDI035,6437.1626
FDR02_CHUKWUDI013,3225.2217
FDR09_CHUKWUDI027,14326.518
NCT18_CHUKWUDI035,6403.804
FDH38_CHUKWUDI018,3475.799
FDY09_CHUKWUDI010,919.9267
FDU24_CHUKWUDI046,3297.912
FDU07_CHUKWUDI019,834.4993
FDJ44_CHUKWUDI046,6388.744
FDN03_CHUKWUDI035,9965.729
FDB53_CHUKWUDI035,5008.443
FDX27_CHUKWUDI010,462.08954
FDO57_CHUKWUDI046,5238.406
FDA03_CHUKWUDI010,712.29895
NCN29_CHUKWUDI010,191.30989
FDI40_CHUKWUDI046,3391.2646
FDX55_CHUKWUDI019,1169.5206
DRG48_CHUKWUDI049,5476.47
FDY07_CHUKWUDI010,49.433365
FDT13_CHUKWUDI017,6709.5522
FDH05_CHUKWUDI045,8035.3174
FDD46_CHUKWUDI027,9301.941
NCA30_CHUKWUDI049,6491.9365
NCM30_CHUKWUDI013,1170.1915
FDL34_CHUKWUDI049,4961.525
NCS06_CHUKWUDI027,14308.793
FDK02_CHUKWUDI010,713.79584
DRJ24_CHUKWUDI035,7077.4355
DRG11_CHUKWUDI046,3706.0776
FDB34_CHUKWUDI010,513.5991
FDV24_CHUKWUDI010,530.3673
FDE16_CHUKWUDI045,7388.7485
FDL57_CHUKWUDI019,1445.1057
FDG21_CHUKWUDI049,5154.6255
NCW41_CHUKWUDI027,9478.043
NCP05_CHUKWUDI018,3899.1174
FDN15_CHUKWUDI019,769.3851
FDC33_CHUKWUDI045,7263.5547
FDR46_CHUKWUDI045,4817.392
FDZ45_CHUKWUDI019,1074.6401
FDY44_CHUKWUDI045,6942.386
NCX18_CHUKWUDI045,6726.0767
FDJ04_CHUKWUDI018,2465.7095
NCK17_CHUKWUDI013,1318.1414
FDQ31_CHUKWUDI013,3094.1587
FDH26_CHUKWUDI049,5070.011
FDX33_CHUKWUDI013,6035.3335
FDU36_CHUKWUDI013,3435.6438
FDZ59_CHUKWUDI013,6226.7544
FDM24_CHUKWUDI027,9431.432
NCI18_CHUKWUDI017,7793.2363
FDO52_CHUKWUDI035,6394.5137
NCB07_CHUKWUDI049,6785.7144
FDW43_CHUKWUDI049,8037.564
FDQ27_CHUKWUDI046,3546.1157
NCN43_CHUKWUDI046,4319.0977
FDK10_CHUKWUDI027,10918.2295
FDH32_CHUKWUDI046,3156.2903
FDZ33_CHUKWUDI017,5276.0566
FDD34_CHUKWUDI049,6138.936
FDU58_CHUKWUDI045,6864.689
FDV22_CHUKWUDI017,5623.0513
NCE30_CHUKWUDI019,1153.2131
FDR27_CHUKWUDI013,4553.423
FDL13_CHUKWUDI045,8400.121
FDM56_CHUKWUDI013,3659.0432
FDR57_CHUKWUDI046,5817.1294
NCF42_CHUKWUDI045,5752.3286
FDF11_CHUKWUDI017,9122.557
FDR35_CHUKWUDI018,5856.8022
FDF24_CHUKWUDI010,465.95398
FDI53_CHUKWUDI017,5784.9175
DRG37_CHUKWUDI035,5478.099
NCD31_CHUKWUDI018,4565.2827
FDC44_CHUKWUDI046,3588.7263
NCF42_CHUKWUDI035,6008.554
FDE24_CHUKWUDI045,4551.1655
FDW40_CHUKWUDI035,5010.4053
FDP58_CHUKWUDI019,1169.807
FDV20_CHUKWUDI019,722.51117
FDB14_CHUKWUDI046,3012.1177
FDI57_CHUKWUDI035,6664.9673
FDS07_CHUKWUDI018,3284.5835
DRJ59_CHUKWUDI013,1296.4094
FDI35_CHUKWUDI049,6010.5874
FDA20_CHUKWUDI035,6684.9434
DRI47_CHUKWUDI046,4686.922
FDC34_CHUKWUDI045,5296.443
FDQ39_CHUKWUDI027,10967.072
FDJ10_CHUKWUDI013,5202.2163
DRK11_CHUKWUDI045,5102.3823
FDQ45_CHUKWUDI035,6966.9917
FDG29_CHUKWUDI013,1236.2216
FDI04_CHUKWUDI045,6722.3657
FDC09_CHUKWUDI010,594.06757
FDW56_CHUKWUDI017,6863.4077
FDR01_CHUKWUDI035,7433.0728
FDC03_CHUKWUDI017,7001.8325
DRG36_CHUKWUDI027,10142.547
FDW49_CHUKWUDI019,982.62305
FDS49_CHUKWUDI013,2598.8408
FDA03_CHUKWUDI027,8657.295
FDQ33_CHUKWUDI027,9215.359
FDE20_CHUKWUDI046,6531.471
NCO30_CHUKWUDI019,1012.50543
FDJ26_CHUKWUDI035,7877.679
FDW39_CHUKWUDI046,6393.732
FDZ08_CHUKWUDI010,534.5311
FDV44_CHUKWUDI049,7322.1235
FDU55_CHUKWUDI045,8957.078
FDQ45_CHUKWUDI019,1010.9258
FDK34_CHUKWUDI027,13599.039
FDL33_CHUKWUDI046,7125.3057
FDE24_CHUKWUDI017,4733.104
NCH06_CHUKWUDI027,13681.982
FDF57_CHUKWUDI045,5862.071
DRG36_CHUKWUDI035,5938.7603
FDO56_CHUKWUDI018,3609.989
FDQ28_CHUKWUDI017,5400.537
FDP45_CHUKWUDI027,14316.496
FDN23_CHUKWUDI027,8805.649
NCA05_CHUKWUDI035,5043.4214
FDY56_CHUKWUDI027,13027.971
FDI28_CHUKWUDI013,2448.7744
DRH25_CHUKWUDI013,1599.3031
FDQ48_CHUKWUDI013,3420.0781
FDS57_CHUKWUDI049,5025.264
DRK49_CHUKWUDI013,1313.6116
FDT32_CHUKWUDI035,6584.1514
FDF14_CHUKWUDI045,5406.9204
FDD44_CHUKWUDI035,9821.146
FDA02_CHUKWUDI045,4707.6636
FDX32_CHUKWUDI049,5248.1304
FDL44_CHUKWUDI018,4483.5703
FDR26_CHUKWUDI018,4435.3374
NCR54_CHUKWUDI017,6792.154
FDY47_CHUKWUDI013,4601.4927
FDI57_CHUKWUDI018,5543.7134
FDC04_CHUKWUDI045,7901.141
NCQ06_CHUKWUDI027,14015.811
NCJ43_CHUKWUDI046,6335.273
FDF52_CHUKWUDI035,6345.824
FDY04_CHUKWUDI035,5597.866
DRA59_CHUKWUDI027,11201.875
FDH10_CHUKWUDI027,11322.906
FDB27_CHUKWUDI035,6967.019
FDN25_CHUKWUDI013,2107.976
FDH24_CHUKWUDI018,4083.6108
FDL39_CHUKWUDI017,6100.594
FDB08_CHUKWUDI018,5085.3237
FDA20_CHUKWUDI027,10937.5625
FDH21_CHUKWUDI045,5622.4585
NCH42_CHUKWUDI017,8448.596
FDS01_CHUKWUDI049,7095.1885
FDZ10_CHUKWUDI049,4372.686
FDQ25_CHUKWUDI027,10579.131
FDU57_CHUKWUDI027,9252.687
FDB11_CHUKWUDI049,7497.475
NCX53_CHUKWUDI010,707.8736
FDX49_CHUKWUDI045,8721.843
NCX17_CHUKWUDI045,7786.9224
FDK25_CHUKWUDI019,925.4166
NCP05_CHUKWUDI049,5050.4946
FDR26_CHUKWUDI046,5356.6763
FDA02_CHUKWUDI046,4605.808
FDZ57_CHUKWUDI017,4663.356
FDE11_CHUKWUDI035,6109.39
FDI57_CHUKWUDI017,6702.0083
FDB23_CHUKWUDI017,7535.4365
FDR55_CHUKWUDI017,7279.064
FDG33_CHUKWUDI045,6186.4087
FDN21_CHUKWUDI027,9629.148
DRB25_CHUKWUDI013,3811.794
FDA39_CHUKWUDI013,1674.0073
FDN31_CHUKWUDI045,6945.361
FDG10_CHUKWUDI010,46.123642
FDA16_CHUKWUDI027,12601.019
FDY15_CHUKWUDI018,3807.8296
FDC39_CHUKWUDI035,7269.965
FDB33_CHUKWUDI045,5264.2104
FDZ21_CHUKWUDI046,3202.477
FDI04_CHUKWUDI018,5925.3706
FDU22_CHUKWUDI019,686.23663
FDZ15_CHUKWUDI013,3809.3657
FDB09_CHUKWUDI049,4333.114
DRD24_CHUKWUDI010,797.70776
NCO06_CHUKWUDI013,1120.7994
FDM09_CHUKWUDI010,1022.8924
FDY48_CHUKWUDI018,2625.5874
FDP52_CHUKWUDI035,8003.6147
DRE49_CHUKWUDI035,5264.727
FDS25_CHUKWUDI018,3404.8867
FDS45_CHUKWUDI010,24.968935
FDF20_CHUKWUDI049,7391.0444
FDM15_CHUKWUDI035,5445.09
NCL18_CHUKWUDI019,1050.5435
NCB18_CHUKWUDI013,2869.0957
DRF01_CHUKWUDI046,5343.6333
DRB01_CHUKWUDI027,11222.043
FDU26_CHUKWUDI010,638.0599
FDW32_CHUKWUDI013,2852.7559
FDL34_CHUKWUDI046,4751.268
FDZ23_CHUKWUDI035,6496.6523
NCX29_CHUKWUDI049,5356.3433
FDX59_CHUKWUDI013,1312.2074
FDR39_CHUKWUDI017,5937.2417
FDW40_CHUKWUDI010,780.9491
FDD20_CHUKWUDI046,3949.982
FDS07_CHUKWUDI046,3905.2756
FDN40_CHUKWUDI013,5368.3433
FDY16_CHUKWUDI027,10754.089
NCJ05_CHUKWUDI013,5056.2183
FDW12_CHUKWUDI045,5281.115
FDX51_CHUKWUDI049,7490.9653
FDQ01_CHUKWUDI045,8758.212
NCI17_CHUKWUDI046,3136.4902
FDM58_CHUKWUDI010,601.81714
FDU44_CHUKWUDI035,6261.875
FDX20_CHUKWUDI035,8305.352
DRD49_CHUKWUDI017,9278.535
FDS08_CHUKWUDI035,6407.359
FDG32_CHUKWUDI017,7324.613
NCY42_CHUKWUDI049,5309.429
FDB09_CHUKWUDI035,4316.0303
FDA38_CHUKWUDI019,1279.6641
FDA45_CHUKWUDI045,5803.114
NCV29_CHUKWUDI049,6766.3013
FDD45_CHUKWUDI013,3154.4585
NCN17_CHUKWUDI046,3393.1118
NCW53_CHUKWUDI045,6251.2607
FDX50_CHUKWUDI013,3188.084
FDW34_CHUKWUDI017,9438.3
NCI54_CHUKWUDI010,628.6302
FDE04_CHUKWUDI035,6227.2534
NCK29_CHUKWUDI049,4440.411
FDQ57_CHUKWUDI049,5419.4165
FDD11_CHUKWUDI017,8822.45
NCT41_CHUKWUDI013,4928.7104
FDW47_CHUKWUDI010,672.0633
FDM52_CHUKWUDI017,4972.0874
FDZ38_CHUKWUDI018,4350.8975
NCP02_CHUKWUDI013,2064.6003
FDK08_CHUKWUDI010,551.03046
DRP35_CHUKWUDI035,4155.617
FDA47_CHUKWUDI027,10007.21
DRG37_CHUKWUDI046,5237.4272
FDS31_CHUKWUDI018,5562.981
NCX29_CHUKWUDI035,5201.083
NCK53_CHUKWUDI046,3295.6392
FDV21_CHUKWUDI018,3656.9116
FDX47_CHUKWUDI049,5760.248
NCL29_CHUKWUDI027,9424.165
FDO60_CHUKWUDI013,1371.8071
NCX29_CHUKWUDI046,5246.8784
FDW02_CHUKWUDI046,4270.2466
NCN14_CHUKWUDI046,5829.602
FDH50_CHUKWUDI018,5576.97
FDY49_CHUKWUDI049,6080.6567
DRE37_CHUKWUDI018,5278.8477
FDW49_CHUKWUDI027,10691.018
FDA45_CHUKWUDI035,6075.845
FDQ39_CHUKWUDI045,6178.2944
NCW53_CHUKWUDI018,5430.157
NCS53_CHUKWUDI027,9458.332
FDO13_CHUKWUDI019,894.8107
FDS60_CHUKWUDI046,5701.251
FDR44_CHUKWUDI018,4079.5996
FDH27_CHUKWUDI013,4956.188
NCC06_CHUKWUDI017,4255.1987
DRC25_CHUKWUDI013,3043.4973
FDP48_CHUKWUDI049,7002.8643
NCV05_CHUKWUDI017,5409.623
FDD22_CHUKWUDI049,4114.7603
FDE53_CHUKWUDI046,3499.8877
FDU58_CHUKWUDI018,6431.351
FDU59_CHUKWUDI013,5700.478
FDC52_CHUKWUDI013,5395.436
NCM53_CHUKWUDI049,3416.225
FDX37_CHUKWUDI010,562.9931
NCG18_CHUKWUDI013,3430.974
FDS23_CHUKWUDI019,719.2016
NCX05_CHUKWUDI010,620.5003
NCL31_CHUKWUDI045,4814.771
FDU24_CHUKWUDI049,3541.356
FDW10_CHUKWUDI017,5958.479
FDJ38_CHUKWUDI018,6544.0454
NCQ53_CHUKWUDI017,8182.976
