Product_Supermarket_Identifier,Product_Supermarket_Sales
FDR01_CHUKWUDI045,7192.274
FDA27_CHUKWUDI045,10169.293
FDX47_CHUKWUDI018,5354.4175
DRC36_CHUKWUDI046,6847.6694
FDO40_CHUKWUDI027,9004.115
DRM37_CHUKWUDI027,12849.732
FDR10_CHUKWUDI013,6223.223
FDP08_CHUKWUDI049,7448.4746
FDH56_CHUKWUDI010,647.1397
FDQ40_CHUKWUDI017,6957.0913
FDT40_CHUKWUDI017,4766.6763
FDE28_CHUKWUDI019,1455.2649
NCZ18_CHUKWUDI045,9635.619
NCI29_CHUKWUDI049,4985.3267
FDI32_CHUKWUDI010,684.80164
FDV13_CHUKWUDI013,3204.9543
NCA06_CHUKWUDI013,1944.1898
FDY19_CHUKWUDI013,4715.788
NCJ43_CHUKWUDI010,1532.7985
FDG04_CHUKWUDI045,7407.502
FDC29_CHUKWUDI046,4501.704
FDJ04_CHUKWUDI046,4954.0933
NCE07_CHUKWUDI035,4959.5933
FDB09_CHUKWUDI046,5216.8354
FDY47_CHUKWUDI010,741.29376
DRH36_CHUKWUDI013,2137.4055
FDC10_CHUKWUDI049,4798.2188
FDX49_CHUKWUDI027,14869.629
FDW08_CHUKWUDI018,3869.4265
FDA31_CHUKWUDI018,6430.794
FDY40_CHUKWUDI013,1923.4152
FDT31_CHUKWUDI017,7386.524
FDZ10_CHUKWUDI046,5020.0444
FDG31_CHUKWUDI010,430.9976
FDR26_CHUKWUDI045,6911.4956
FDK02_CHUKWUDI049,4830.7856
NCQ41_CHUKWUDI018,6417.686
FDX19_CHUKWUDI017,9435.076
FDI46_CHUKWUDI045,9947.419
FDY57_CHUKWUDI049,3600.0107
FDJ21_CHUKWUDI018,5203.0884
FDN01_CHUKWUDI018,6579.265
FDN51_CHUKWUDI045,10189.856
FDT35_CHUKWUDI017,6400.013
FDJ36_CHUKWUDI049,4010.3599
FDW45_CHUKWUDI046,5958.785
FDB33_CHUKWUDI049,6211.354
NCC19_CHUKWUDI046,7553.7334
FDX15_CHUKWUDI049,6154.2593
NCT18_CHUKWUDI017,6950.951
FDH57_CHUKWUDI046,4930.696
FDX22_CHUKWUDI035,8453.791
FDN02_CHUKWUDI035,8590.091
FDT58_CHUKWUDI018,5938.7227
NCV06_CHUKWUDI027,13608.591
FDW44_CHUKWUDI046,6821.7803
DRF49_CHUKWUDI046,4429.9434
FDD04_CHUKWUDI019,763.9969
FDH53_CHUKWUDI013,3204.9543
FDS01_CHUKWUDI019,1331.1943
FDU60_CHUKWUDI035,6400.013
FDZ59_CHUKWUDI049,6189.1343
FDE17_CHUKWUDI035,5862.235
FDG38_CHUKWUDI013,3054.295
FDY21_CHUKWUDI019,1172.2192
FDV11_CHUKWUDI045,7027.3345
DRJ11_CHUKWUDI049,7397.519
FDD56_CHUKWUDI018,6481.2964
FDM51_CHUKWUDI013,4006.8748
FDC15_CHUKWUDI018,5478.835
FDN38_CHUKWUDI019,1519.1714
FDJ38_CHUKWUDI017,7427.657
NCA42_CHUKWUDI027,9231.052
FDV38_CHUKWUDI013,2021.1334
NCK06_CHUKWUDI013,4631.3237
FDI24_CHUKWUDI027,10495.56
FDB44_CHUKWUDI017,7885.753
FDG09_CHUKWUDI017,7432.5684
DRB25_CHUKWUDI018,3677.2332
FDS01_CHUKWUDI017,6950.951
FDW39_CHUKWUDI019,1331.1943
NCT42_CHUKWUDI049,5714.92
FDV09_CHUKWUDI017,5773.22
NCF42_CHUKWUDI019,1112.8887
FDQ11_CHUKWUDI027,14802.304
FDZ50_CHUKWUDI027,11086.888
FDC53_CHUKWUDI013,3635.422
FDD17_CHUKWUDI045,8540.355
DRF01_CHUKWUDI018,5405.962
NCP14_CHUKWUDI013,3964.525
FDJ48_CHUKWUDI017,9827.34
DRH23_CHUKWUDI013,1923.4152
FDY04_CHUKWUDI017,6375.905
FDQ40_CHUKWUDI018,6579.265
FDI08_CHUKWUDI017,9891.862
FDC50_CHUKWUDI010,514.31995
FDO52_CHUKWUDI045,6588.285
NCN53_CHUKWUDI013,1848.7793
FDX16_CHUKWUDI035,5901.6904
NCQ50_CHUKWUDI027,14288.894
FDL15_CHUKWUDI049,5901.6904
FDU34_CHUKWUDI013,5020.0444
FDQ40_CHUKWUDI049,6964.987
FDM10_CHUKWUDI035,8590.091
DRE49_CHUKWUDI018,5231.492
FDA31_CHUKWUDI045,6820.82
FDH21_CHUKWUDI035,6025.789
NCP29_CHUKWUDI013,1944.5514
FDU20_CHUKWUDI019,662.0938
FDF22_CHUKWUDI049,8190.7896
NCW41_CHUKWUDI046,6211.354
NCO30_CHUKWUDI035,7386.524
FDT09_CHUKWUDI045,5278.226
FDZ25_CHUKWUDI045,6636.26
FDY04_CHUKWUDI027,9125.661
FDR23_CHUKWUDI045,6982.9805
DRA12_CHUKWUDI010,612.7481
FDA20_CHUKWUDI049,7293.8145
FDY55_CHUKWUDI045,10143.8125
FDL20_CHUKWUDI049,4471.707
FDK09_CHUKWUDI019,1419.8826
NCM43_CHUKWUDI049,6679.856
FDY58_CHUKWUDI049,9334.632
FDP11_CHUKWUDI019,996.967
FDF44_CHUKWUDI018,4346.8306
FDH14_CHUKWUDI045,5146.364
FDV01_CHUKWUDI010,884.4803
DRL49_CHUKWUDI035,5740.4272
FDO56_CHUKWUDI019,662.0938
FDR12_CHUKWUDI027,9960.624
FDE16_CHUKWUDI018,7816.3135
FDH27_CHUKWUDI018,5248.2437
NCY18_CHUKWUDI049,6828.7153
NCL18_CHUKWUDI049,7247.429
FDX09_CHUKWUDI049,6964.987
FDC28_CHUKWUDI046,4079.879
FDR15_CHUKWUDI027,9279.411
NCH07_CHUKWUDI010,910.881
FDF26_CHUKWUDI017,5714.92
FDP28_CHUKWUDI035,10171.378
FDM13_CHUKWUDI035,4754.0
FDE46_CHUKWUDI027,9284.941
FDM36_CHUKWUDI046,6847.6694
FDQ10_CHUKWUDI018,6269.6226
FDM21_CHUKWUDI035,10995.326
NCK05_CHUKWUDI010,466.19925
FDV04_CHUKWUDI010,839.067
FDI07_CHUKWUDI027,13631.783
FDU57_CHUKWUDI013,5740.6533
FDM25_CHUKWUDI035,6957.0913
FDH35_CHUKWUDI013,6317.5303
FDN60_CHUKWUDI027,9061.812
FDA26_CHUKWUDI035,8324.63
DRC27_CHUKWUDI045,9827.34
DRM23_CHUKWUDI027,11256.241
FDB36_CHUKWUDI018,4506.697
FDE17_CHUKWUDI013,5862.235
FDE11_CHUKWUDI027,10800.693
FDU35_CHUKWUDI010,480.9265
FDY03_CHUKWUDI013,4522.955
FDZ49_CHUKWUDI049,8418.71
NCC07_CHUKWUDI013,4166.1416
NCR05_CHUKWUDI045,7317.6777
NCK07_CHUKWUDI018,5890.847
FDB28_CHUKWUDI045,7154.9663
FDJ03_CHUKWUDI013,1854.0135
FDC38_CHUKWUDI013,5250.7944
FDZ57_CHUKWUDI018,4467.492
NCP18_CHUKWUDI035,5828.9126
FDB52_CHUKWUDI027,13989.08
NCA17_CHUKWUDI013,5862.235
FDK20_CHUKWUDI013,4896.737
FDM36_CHUKWUDI049,6990.876
FDQ25_CHUKWUDI035,6957.0913
FDR02_CHUKWUDI013,4128.214
FDR09_CHUKWUDI027,15258.695
NCT18_CHUKWUDI035,7425.9795
FDH38_CHUKWUDI018,4079.7705
FDY09_CHUKWUDI010,1308.5383
FDU24_CHUKWUDI046,3403.6973
FDU07_CHUKWUDI019,902.0688
FDJ44_CHUKWUDI046,6847.6694
FDN03_CHUKWUDI035,9873.384
FDB53_CHUKWUDI035,6098.4814
FDX27_CHUKWUDI010,487.67032
FDO57_CHUKWUDI046,6114.8037
FDA03_CHUKWUDI010,828.8928
NCN29_CHUKWUDI010,295.68304
FDI40_CHUKWUDI046,3674.1294
FDX55_CHUKWUDI019,1355.1077
DRG48_CHUKWUDI049,5714.92
FDY07_CHUKWUDI010,96.0227
FDT13_CHUKWUDI017,7425.9795
FDH05_CHUKWUDI045,9481.12
FDD46_CHUKWUDI027,9243.465
NCA30_CHUKWUDI049,7193.2974
NCM30_CHUKWUDI013,1944.1898
FDL34_CHUKWUDI049,5450.315
NCS06_CHUKWUDI027,13999.839
FDK02_CHUKWUDI010,691.5709
DRJ24_CHUKWUDI035,7407.502
DRG11_CHUKWUDI046,4046.8264
FDB34_CHUKWUDI010,488.87903
FDV24_CHUKWUDI010,750.3893
FDE16_CHUKWUDI045,8240.097
FDL57_CHUKWUDI019,1523.2239
FDG21_CHUKWUDI049,5901.6904
NCW41_CHUKWUDI027,9139.201
NCP05_CHUKWUDI018,5296.784
FDN15_CHUKWUDI019,779.8075
FDC33_CHUKWUDI045,7337.833
FDR46_CHUKWUDI045,5901.6904
FDZ45_CHUKWUDI019,1402.9567
FDY44_CHUKWUDI045,7428.927
NCX18_CHUKWUDI045,7382.8823
FDJ04_CHUKWUDI018,4204.1885
NCK17_CHUKWUDI013,1839.9528
FDQ31_CHUKWUDI013,3004.8596
FDH26_CHUKWUDI049,5203.4585
FDX33_CHUKWUDI013,5967.4146
FDU36_CHUKWUDI013,3532.9685
FDZ59_CHUKWUDI013,6130.76
FDM24_CHUKWUDI027,9004.053
NCI18_CHUKWUDI017,9435.076
FDO52_CHUKWUDI035,6982.9805
NCB07_CHUKWUDI049,7474.4854
FDW43_CHUKWUDI049,9399.154
FDQ27_CHUKWUDI046,3876.8364
NCN43_CHUKWUDI046,4916.7173
FDK10_CHUKWUDI027,12788.076
FDH32_CHUKWUDI046,3533.7356
FDZ33_CHUKWUDI017,5773.22
FDD34_CHUKWUDI049,6214.8677
FDU58_CHUKWUDI045,7323.9526
FDV22_CHUKWUDI017,6168.7246
NCE30_CHUKWUDI019,1210.9895
FDR27_CHUKWUDI013,5250.7944
FDL13_CHUKWUDI045,9462.642
FDM56_CHUKWUDI013,4210.5947
FDR57_CHUKWUDI046,5967.489
NCF42_CHUKWUDI045,6835.875
FDF11_CHUKWUDI017,9462.642
FDR35_CHUKWUDI018,6092.5464
FDF24_CHUKWUDI010,446.41785
FDI53_CHUKWUDI017,6247.4346
DRG37_CHUKWUDI035,6351.0503
NCD31_CHUKWUDI018,5742.7827
FDC44_CHUKWUDI046,4560.0044
NCF42_CHUKWUDI035,6835.875
FDE24_CHUKWUDI045,5343.155
FDW40_CHUKWUDI035,6132.956
FDP58_CHUKWUDI019,1333.2595
FDV20_CHUKWUDI019,659.5484
FDB14_CHUKWUDI046,3263.7983
FDI57_CHUKWUDI035,7343.427
FDS07_CHUKWUDI018,4218.7617
DRJ59_CHUKWUDI013,1839.9528
FDI35_CHUKWUDI049,7441.8857
FDA20_CHUKWUDI035,7277.908
DRI47_CHUKWUDI046,6132.956
FDC34_CHUKWUDI045,6351.0503
FDQ39_CHUKWUDI027,13550.939
FDJ10_CHUKWUDI013,5013.074
DRK11_CHUKWUDI045,5740.6533
FDQ45_CHUKWUDI035,7427.657
FDG29_CHUKWUDI013,1944.1898
FDI04_CHUKWUDI045,7410.449
FDC09_CHUKWUDI010,648.596
FDW56_CHUKWUDI017,7381.613
FDR01_CHUKWUDI035,7496.747
FDC03_CHUKWUDI017,7384.56
DRG36_CHUKWUDI027,10387.664
FDW49_CHUKWUDI019,1314.9762
FDS49_CHUKWUDI013,2013.953
FDA03_CHUKWUDI027,7945.4453
FDQ33_CHUKWUDI027,9610.686
FDE20_CHUKWUDI046,6892.0234
NCO30_CHUKWUDI019,1221.872
FDJ26_CHUKWUDI035,8636.135
FDW39_CHUKWUDI046,7062.901
FDZ08_CHUKWUDI010,406.82358
FDV44_CHUKWUDI049,7443.5635
FDU55_CHUKWUDI045,10143.8125
FDQ45_CHUKWUDI019,1302.6387
FDK34_CHUKWUDI027,15345.849
FDL33_CHUKWUDI046,7553.7334
FDE24_CHUKWUDI017,5348.8467
NCH06_CHUKWUDI027,15170.079
FDF57_CHUKWUDI045,6636.26
DRG36_CHUKWUDI035,6982.9805
FDO56_CHUKWUDI018,4280.88
FDQ28_CHUKWUDI017,6098.4814
FDP45_CHUKWUDI027,13334.899
FDN23_CHUKWUDI027,9064.164
NCA05_CHUKWUDI035,5919.3296
FDY56_CHUKWUDI027,14878.685
FDI28_CHUKWUDI013,2091.0725
DRH25_CHUKWUDI013,2021.1334
FDQ48_CHUKWUDI013,3724.1675
FDS57_CHUKWUDI049,6240.116
DRK49_CHUKWUDI013,1839.9528
FDT32_CHUKWUDI035,7432.5684
FDF14_CHUKWUDI045,5714.92
FDD44_CHUKWUDI035,9736.615
FDA02_CHUKWUDI045,6098.4814
FDX32_CHUKWUDI049,6205.6416
FDL44_CHUKWUDI018,5673.3296
FDR26_CHUKWUDI018,6222.6465
NCR54_CHUKWUDI017,7382.8823
FDY47_CHUKWUDI013,4872.3955
FDI57_CHUKWUDI018,6327.613
FDC04_CHUKWUDI045,9435.076
NCQ06_CHUKWUDI027,15211.957
NCJ43_CHUKWUDI046,7062.901
FDF52_CHUKWUDI035,7381.613
FDY04_CHUKWUDI035,6154.2593
DRA59_CHUKWUDI027,11651.946
FDH10_CHUKWUDI027,13678.578
FDB27_CHUKWUDI035,7492.557
FDN25_CHUKWUDI013,1845.8319
FDH24_CHUKWUDI018,5296.7607
FDL39_CHUKWUDI017,7472.024
FDB08_CHUKWUDI018,5354.4175
FDA20_CHUKWUDI027,12076.062
FDH21_CHUKWUDI045,6025.789
NCH42_CHUKWUDI017,8251.226
FDS01_CHUKWUDI049,7029.0903
FDZ10_CHUKWUDI049,5020.0444
FDQ25_CHUKWUDI027,10807.558
FDU57_CHUKWUDI027,9121.923
FDB11_CHUKWUDI049,9353.11
NCX53_CHUKWUDI010,797.6251
FDX49_CHUKWUDI045,8577.662
NCX17_CHUKWUDI045,8458.504
FDK25_CHUKWUDI019,980.0901
NCP05_CHUKWUDI049,5919.3296
FDR26_CHUKWUDI046,6808.214
FDA02_CHUKWUDI046,6132.956
FDZ57_CHUKWUDI017,4898.129
FDE11_CHUKWUDI035,7472.024
FDI57_CHUKWUDI017,7556.451
FDB23_CHUKWUDI017,9481.12
FDR55_CHUKWUDI017,7344.459
FDG33_CHUKWUDI045,6740.131
FDN21_CHUKWUDI027,9527.681
DRB25_CHUKWUDI013,4061.5327
FDA39_CHUKWUDI013,1877.8606
FDN31_CHUKWUDI045,7407.502
FDG10_CHUKWUDI010,401.12518
FDA16_CHUKWUDI027,15279.286
FDY15_CHUKWUDI018,5478.835
FDC39_CHUKWUDI035,8352.793
FDB33_CHUKWUDI045,6211.354
FDZ21_CHUKWUDI046,3724.1675
FDI04_CHUKWUDI018,6539.873
FDU22_CHUKWUDI019,691.5709
FDZ15_CHUKWUDI013,4477.623
FDB09_CHUKWUDI049,5323.9956
DRD24_CHUKWUDI010,816.4456
NCO06_CHUKWUDI013,1874.7882
FDM09_CHUKWUDI010,1250.417
FDY48_CHUKWUDI018,3658.627
FDP52_CHUKWUDI035,9481.12
DRE49_CHUKWUDI035,5989.573
FDS25_CHUKWUDI018,4271.9644
FDS45_CHUKWUDI010,738.18646
FDF20_CHUKWUDI049,7380.311
FDM15_CHUKWUDI035,5773.22
NCL18_CHUKWUDI019,1092.2036
NCB18_CHUKWUDI013,3204.9543
DRF01_CHUKWUDI046,5714.92
DRB01_CHUKWUDI027,13457.613
FDU26_CHUKWUDI010,647.332
FDW32_CHUKWUDI013,3204.9543
FDL34_CHUKWUDI046,6132.956
FDZ23_CHUKWUDI035,7472.024
NCX29_CHUKWUDI049,5773.22
FDX59_CHUKWUDI013,1847.4459
FDR39_CHUKWUDI017,7386.524
FDW40_CHUKWUDI010,794.3133
FDD20_CHUKWUDI046,4830.7856
FDS07_CHUKWUDI046,4560.0044
FDN40_CHUKWUDI013,5714.92
FDY16_CHUKWUDI027,11745.621
NCJ05_CHUKWUDI013,5862.235
FDW12_CHUKWUDI045,5740.6533
FDX51_CHUKWUDI049,7400.4663
FDQ01_CHUKWUDI045,9961.213
NCI17_CHUKWUDI046,3594.1072
FDM58_CHUKWUDI010,649.7695
FDU44_CHUKWUDI035,6572.696
FDX20_CHUKWUDI035,8540.355
DRD49_CHUKWUDI017,9300.67
FDS08_CHUKWUDI035,6763.057
FDG32_CHUKWUDI017,8382.012
NCY42_CHUKWUDI049,5749.3945
FDB09_CHUKWUDI035,5216.8354
FDA38_CHUKWUDI019,1232.0793
FDA45_CHUKWUDI045,6796.4194
NCV29_CHUKWUDI049,6990.876
FDD45_CHUKWUDI013,3436.242
NCN17_CHUKWUDI046,3674.1294
NCW53_CHUKWUDI045,7425.9795
FDX50_CHUKWUDI013,4193.193
FDW34_CHUKWUDI017,9416.598
NCI54_CHUKWUDI010,684.3374
FDE04_CHUKWUDI035,7432.5684
NCK29_CHUKWUDI049,4766.6763
FDQ57_CHUKWUDI049,5714.92
FDD11_CHUKWUDI017,10125.334
NCT41_CHUKWUDI013,6098.4814
FDW47_CHUKWUDI010,694.1162
FDM52_CHUKWUDI017,6098.4814
FDZ38_CHUKWUDI018,6334.9146
NCP02_CHUKWUDI013,1964.517
FDK08_CHUKWUDI010,575.7755
DRP35_CHUKWUDI035,5020.0444
FDA47_CHUKWUDI027,9403.786
DRG37_CHUKWUDI046,6351.0503
FDS31_CHUKWUDI018,6376.378
NCX29_CHUKWUDI035,5773.22
NCK53_CHUKWUDI046,3674.1294
FDV21_CHUKWUDI018,4297.6787
FDX47_CHUKWUDI049,5967.489
NCL29_CHUKWUDI027,9125.951
FDO60_CHUKWUDI013,1976.2805
NCX29_CHUKWUDI046,5773.22
FDW02_CHUKWUDI046,4651.75
NCN14_CHUKWUDI046,7259.2236
FDH50_CHUKWUDI018,6542.596
FDY49_CHUKWUDI049,6503.2427
DRE37_CHUKWUDI018,6575.8433
FDW49_CHUKWUDI027,11009.18
FDA45_CHUKWUDI035,6764.39
FDQ39_CHUKWUDI045,7425.9795
NCW53_CHUKWUDI018,6474.037
NCS53_CHUKWUDI027,9125.951
FDO13_CHUKWUDI019,995.09534
FDS60_CHUKWUDI046,6776.1846
FDR44_CHUKWUDI018,4698.8896
FDH27_CHUKWUDI013,5714.92
NCC06_CHUKWUDI017,5111.098
DRC25_CHUKWUDI013,3004.8596
FDP48_CHUKWUDI049,7339.859
NCV05_CHUKWUDI017,5773.22
FDD22_CHUKWUDI049,4501.704
FDE53_CHUKWUDI046,4003.2322
FDU58_CHUKWUDI018,6399.093
FDU59_CHUKWUDI013,5909.1143
FDC52_CHUKWUDI013,5843.4634
NCM53_CHUKWUDI049,4117.4087
FDX37_CHUKWUDI010,678.0731
NCG18_CHUKWUDI013,3732.43
FDS23_CHUKWUDI019,691.5709
NCX05_CHUKWUDI010,729.23584
NCL31_CHUKWUDI045,5215.0996
FDU24_CHUKWUDI049,3366.8408
FDW10_CHUKWUDI017,6943.525
FDJ38_CHUKWUDI018,6645.244
NCQ53_CHUKWUDI017,9435.076
FDI15_CHUKWUDI017,10009.406
FDN27_CHUKWUDI018,4126.8604
