ID,Prediction
508_2014-01-01,0.00015905425
509_2014-01-01,0.00016980487
510_2014-01-01,0.00017880328
511_2014-01-01,0.00028358525
512_2014-01-01,0.00017701669
513_2014-01-01,6.10836e-05
514_2014-01-01,8.802481e-05
515_2014-01-01,0.0001000705
516_2014-01-01,8.687171e-05
517_2014-01-01,7.972484e-05
518_2014-01-01,0.00010083807
519_2014-01-01,0.00013017797
520_2014-01-01,0.00017786432
521_2014-01-01,0.00023109735
522_2014-01-01,0.00026016784
523_2014-01-01,0.01268792
524_2014-01-01,0.013269453
525_2014-01-01,0.0031129569
526_2014-01-01,0.0006131452
527_2014-01-01,0.0006209799
528_2014-01-01,0.007606388
529_2014-01-01,0.0006293092
530_2014-01-01,0.0018167606
531_2014-01-01,0.0010574476
532_2014-01-01,0.0011613767
533_2014-01-01,0.005114297
534_2014-01-01,0.014144545
535_2014-01-01,0.034975637
536_2014-01-01,0.019543113
537_2014-01-01,0.0001431333
538_2014-01-01,0.000136501
539_2014-01-01,9.1213224e-05
540_2014-01-01,4.8713748e-05
541_2014-01-01,5.5913766e-05
542_2014-01-01,5.559279e-05
543_2014-01-01,5.033949e-05
544_2014-01-01,4.3070653e-05
545_2014-01-01,3.9526367e-05
546_2014-01-01,3.9710514e-05
547_2014-01-01,3.802905e-05
548_2014-01-01,3.478506e-05
549_2014-01-01,2.0699992e-05
550_2014-01-01,1.5272648e-05
551_2014-01-01,1.4181798e-05
552_2014-01-01,1.700038e-05
553_2014-01-01,1.9810816e-05
554_2014-01-01,3.5971007e-05
555_2014-01-01,3.226207e-05
556_2014-01-01,3.4420395e-05
557_2014-01-01,2.834966e-05
558_2014-01-01,2.603823e-05
559_2014-01-01,3.3751545e-05
560_2014-01-01,3.6929996e-05
561_2014-01-01,7.711338e-05
562_2014-01-01,9.2438764e-05
563_2014-01-01,0.00014507222
564_2014-01-01,0.00015133877
565_2014-01-01,0.00014008938
566_2014-01-01,0.0001534276
567_2014-01-01,0.00017847403
568_2014-01-01,0.00031222892
569_2014-01-01,0.00020359133
570_2014-01-01,9.40341e-05
571_2014-01-01,6.4319975e-05
572_2014-01-01,9.5005635e-05
573_2014-01-01,8.4031286e-05
574_2014-01-01,8.585521e-05
575_2014-01-01,0.00011160667
576_2014-01-01,0.00017493771
577_2014-01-01,0.00021923168
578_2014-01-01,0.0002550947
579_2014-01-01,0.00028383953
580_2014-01-01,0.00028705463
581_2014-01-01,0.0042188
582_2014-01-01,0.00048402968
583_2014-01-01,0.0005235813
584_2014-01-01,0.00057644636
585_2014-01-01,0.0072098873
586_2014-01-01,0.00065318716
587_2014-01-01,0.0012901014
588_2014-01-01,0.0010730169
589_2014-01-01,0.001207122
590_2014-01-01,0.0018127467
591_2014-01-01,0.0064319475
592_2014-01-01,0.0014834808
593_2014-01-01,0.010554746
594_2014-01-01,8.1048755e-05
595_2014-01-01,5.3093605e-05
596_2014-01-01,3.8267666e-05
597_2014-01-01,4.1541716e-05
598_2014-01-01,4.1287924e-05
599_2014-01-01,3.7999434e-05
600_2014-01-01,2.575192e-05
601_2014-01-01,2.3121234e-05
602_2014-01-01,2.5766465e-05
603_2014-01-01,2.7251985e-05
604_2014-01-01,3.4228677e-05
605_2014-01-01,2.3647843e-05
606_2014-01-01,1.4721128e-05
607_2014-01-01,1.1844212e-05
608_2014-01-01,1.0579639e-05
609_2014-01-01,1.4672354e-05
610_2014-01-01,1.5862035e-05
611_2014-01-01,2.5405083e-05
612_2014-01-01,2.2694698e-05
613_2014-01-01,2.8363642e-05
614_2014-01-01,1.9557043e-05
615_2014-01-01,1.8845958e-05
616_2014-01-01,2.4964495e-05
617_2014-01-01,3.0068579e-05
618_2014-01-01,2.9781606e-05
619_2014-01-01,7.576158e-05
620_2014-01-01,9.711022e-05
621_2014-01-01,9.3003924e-05
622_2014-01-01,8.570012e-05
623_2014-01-01,8.679669e-05
624_2014-01-01,0.00013660036
625_2014-01-01,0.00024138832
626_2014-01-01,0.0002143796
627_2014-01-01,0.00011945748
628_2014-01-01,7.2902985e-05
629_2014-01-01,8.778708e-05
630_2014-01-01,0.00012302754
631_2014-01-01,0.000115820345
632_2014-01-01,0.00014097824
633_2014-01-01,0.00020307193
634_2014-01-01,0.0002081201
635_2014-01-01,0.00020987808
636_2014-01-01,0.00023993036
637_2014-01-01,0.00021340253
638_2014-01-01,0.00021049012
639_2014-01-01,0.00032379467
640_2014-01-01,0.0004219641
641_2014-01-01,0.0004625857
642_2014-01-01,0.0004339991
643_2014-01-01,0.0005672997
644_2014-01-01,0.0011212267
645_2014-01-01,0.00088350073
646_2014-01-01,0.0010138588
647_2014-01-01,0.0015122088
648_2014-01-01,0.0013489254
649_2014-01-01,0.0011298234
650_2014-01-01,0.005677812
651_2014-01-01,0.0014811392
652_2014-01-01,0.0012178725
653_2014-01-01,5.9722992e-05
654_2014-01-01,4.5538618e-05
655_2014-01-01,2.9249799e-05
656_2014-01-01,2.77026e-05
657_2014-01-01,2.8921504e-05
658_2014-01-01,2.9874336e-05
659_2014-01-01,2.2665328e-05
660_2014-01-01,2.328458e-05
661_2014-01-01,2.3418172e-05
662_2014-01-01,2.0934249e-05
663_2014-01-01,2.1520362e-05
664_2014-01-01,1.874962e-05
665_2014-01-01,1.2855397e-05
666_2014-01-01,9.900685e-06
667_2014-01-01,8.492107e-06
668_2014-01-01,8.430555e-06
669_2014-01-01,1.3875046e-05
670_2014-01-01,1.9520803e-05
671_2014-01-01,1.759509e-05
672_2014-01-01,2.1490992e-05
673_2014-01-01,1.677944e-05
674_2014-01-01,1.7423321e-05
675_2014-01-01,1.960498e-05
676_2014-01-01,2.293505e-05
677_2014-01-01,2.1483882e-05
678_2014-01-01,2.5275747e-05
679_2014-01-01,3.4068846e-05
680_2014-01-01,3.4726065e-05
681_2014-01-01,5.3079686e-05
682_2014-01-01,6.1170744e-05
683_2014-01-01,0.00011185268
684_2014-01-01,0.00017512347
685_2014-01-01,0.00020559259
686_2014-01-01,0.00017298985
687_2014-01-01,9.676866e-05
688_2014-01-01,0.00016516777
689_2014-01-01,0.00026195846
690_2014-01-01,0.00015958428
691_2014-01-01,0.00017196774
692_2014-01-01,0.00023906425
693_2014-01-01,0.00017918868
694_2014-01-01,0.0001892632
695_2014-01-01,0.00018047246
696_2014-01-01,0.00019498188
697_2014-01-01,0.00020793959
698_2014-01-01,0.0002947449
699_2014-01-01,0.000333065
700_2014-01-01,0.00032511022
701_2014-01-01,0.0003385102
702_2014-01-01,0.0004964238
703_2014-01-01,0.0015015282
704_2014-01-01,0.0008984914
705_2014-01-01,0.0015323375
706_2014-01-01,0.0019624785
707_2014-01-01,0.0019366044
708_2014-01-01,0.0013500038
709_2014-01-01,0.0054703252
710_2014-01-01,0.0068729986
711_2014-01-01,0.001234174
712_2014-01-01,5.089187e-05
713_2014-01-01,3.414808e-05
714_2014-01-01,2.5706895e-05
715_2014-01-01,2.5291347e-05
716_2014-01-01,2.6554457e-05
717_2014-01-01,2.7743818e-05
718_2014-01-01,2.129136e-05
719_2014-01-01,2.036497e-05
720_2014-01-01,2.1287424e-05
721_2014-01-01,2.0071593e-05
722_2014-01-01,2.0198479e-05
723_2014-01-01,1.8759796e-05
724_2014-01-01,1.6241192e-05
725_2014-01-01,1.2506012e-05
726_2014-01-01,9.0536605e-06
727_2014-01-01,1.0945855e-05
728_2014-01-01,1.2395255e-05
729_2014-01-01,1.4669611e-05
730_2014-01-01,1.6022692e-05
731_2014-01-01,1.6586204e-05
732_2014-01-01,1.5185364e-05
733_2014-01-01,1.4774953e-05
734_2014-01-01,2.0121191e-05
735_2014-01-01,2.104482e-05
736_2014-01-01,1.598737e-05
737_2014-01-01,2.0735575e-05
738_2014-01-01,2.7247906e-05
739_2014-01-01,3.432684e-05
740_2014-01-01,4.3446587e-05
741_2014-01-01,5.443094e-05
742_2014-01-01,9.270164e-05
743_2014-01-01,0.0001600512
744_2014-01-01,0.00016959728
745_2014-01-01,9.3387935e-05
746_2014-01-01,0.000102404185
747_2014-01-01,0.00021119052
748_2014-01-01,0.00015831375
749_2014-01-01,0.00023785586
750_2014-01-01,0.00026169408
751_2014-01-01,0.0002570263
752_2014-01-01,0.00016601346
753_2014-01-01,0.00020809648
754_2014-01-01,0.0001660787
755_2014-01-01,0.00017664961
756_2014-01-01,0.00020793997
757_2014-01-01,0.0003133137
758_2014-01-01,0.00032049653
759_2014-01-01,0.0003738482
760_2014-01-01,0.00034416217
761_2014-01-01,0.00052112865
762_2014-01-01,0.00079421035
763_2014-01-01,0.0010645493
764_2014-01-01,0.0019100831
765_2014-01-01,0.0019923314
766_2014-01-01,0.0024931522
767_2014-01-01,0.0031893663
768_2014-01-01,0.012563115
769_2014-01-01,0.0016497037
770_2014-01-01,3.8392314e-05
771_2014-01-01,3.09002e-05
772_2014-01-01,2.4144894e-05
773_2014-01-01,1.9003131e-05
774_2014-01-01,1.9967541e-05
775_2014-01-01,1.9782383e-05
776_2014-01-01,1.9076688e-05
777_2014-01-01,1.992366e-05
778_2014-01-01,1.9420664e-05
779_2014-01-01,1.96252e-05
780_2014-01-01,1.848055e-05
781_2014-01-01,2.2571367e-05
782_2014-01-01,1.6961741e-05
783_2014-01-01,9.575762e-06
784_2014-01-01,1.0700673e-05
785_2014-01-01,1.3044693e-05
786_2014-01-01,1.4449774e-05
787_2014-01-01,1.5812315e-05
788_2014-01-01,1.4711233e-05
789_2014-01-01,1.7436552e-05
790_2014-01-01,2.1760268e-05
791_2014-01-01,2.2594346e-05
792_2014-01-01,2.011509e-05
793_2014-01-01,2.0362175e-05
794_2014-01-01,2.188908e-05
795_2014-01-01,2.599563e-05
796_2014-01-01,2.4407307e-05
797_2014-01-01,2.8634959e-05
798_2014-01-01,3.2222037e-05
799_2014-01-01,3.1918677e-05
800_2014-01-01,4.4380035e-05
801_2014-01-01,0.00011749471
802_2014-01-01,0.000119573604
803_2014-01-01,8.045896e-05
804_2014-01-01,0.000112099755
805_2014-01-01,0.00022003287
806_2014-01-01,0.00019944806
807_2014-01-01,0.00021587634
808_2014-01-01,0.00020753176
809_2014-01-01,0.00016635383
810_2014-01-01,0.00015210857
811_2014-01-01,0.00016984697
812_2014-01-01,0.00018043614
813_2014-01-01,0.0001986229
814_2014-01-01,0.00018207471
815_2014-01-01,0.00030580428
816_2014-01-01,0.00034431083
817_2014-01-01,0.00038130756
818_2014-01-01,0.0003494561
819_2014-01-01,0.00056231586
820_2014-01-01,0.0012249629
821_2014-01-01,0.0015921922
822_2014-01-01,0.0015708086
823_2014-01-01,0.03135102
824_2014-01-01,0.00635542
825_2014-01-01,0.018610198
826_2014-01-01,0.003759612
827_2014-01-01,4.1537318e-05
828_2014-01-01,3.2703047e-05
829_2014-01-01,2.5757694e-05
830_2014-01-01,1.647552e-05
831_2014-01-01,1.5942152e-05
832_2014-01-01,1.8806119e-05
833_2014-01-01,1.8770319e-05
834_2014-01-01,1.5514026e-05
835_2014-01-01,1.561849e-05
836_2014-01-01,1.6258238e-05
837_2014-01-01,1.5226809e-05
838_2014-01-01,1.5908665e-05
839_2014-01-01,2.0454445e-05
840_2014-01-01,1.6225385e-05
841_2014-01-01,1.1154239e-05
842_2014-01-01,1.0091124e-05
843_2014-01-01,1.0649983e-05
844_2014-01-01,1.3264983e-05
845_2014-01-01,1.1219755e-05
846_2014-01-01,1.2495521e-05
847_2014-01-01,1.6667498e-05
848_2014-01-01,1.6699558e-05
849_2014-01-01,1.9626867e-05
850_2014-01-01,1.9615358e-05
851_2014-01-01,2.1718535e-05
852_2014-01-01,2.2954351e-05
853_2014-01-01,3.215573e-05
854_2014-01-01,2.7089754e-05
855_2014-01-01,2.4204835e-05
856_2014-01-01,2.4830486e-05
857_2014-01-01,2.2397087e-05
858_2014-01-01,4.4477183e-05
859_2014-01-01,0.00014419867
860_2014-01-01,0.00013012609
861_2014-01-01,0.000108350214
862_2014-01-01,0.00016082345
863_2014-01-01,0.00031901282
864_2014-01-01,0.00017859592
865_2014-01-01,0.00019080826
866_2014-01-01,0.00020778085
867_2014-01-01,0.00018412273
