Place_ID X Date,target
0Q2LTOG X 2020-03-20,87.28797025305849
0Q2LTOG X 2020-03-21,138.08160922564596
0Q2LTOG X 2020-03-22,36.712180490863354
0Q2LTOG X 2020-03-23,76.78661111111113
0Q2LTOG X 2020-03-24,96.21433429118774
0Q2LTOG X 2020-03-25,107.43091035353535
0Q2LTOG X 2020-03-26,94.21306323053486
0Q2LTOG X 2020-03-27,83.95341532214715
0Q2LTOG X 2020-03-28,79.08939104638331
0Q2LTOG X 2020-03-29,79.26981962442034
0Q2LTOG X 2020-03-30,91.3795162453693
0Q2LTOG X 2020-03-31,75.8290197375544
0Q2LTOG X 2020-04-01,75.07991069538927
0Q2LTOG X 2020-04-02,91.53846425675933
0Q2LTOG X 2020-04-03,65.96225960636606
0Q2LTOG X 2020-04-04,61.01178207119865
15WCXN1 X 2020-01-02,187.8782488929915
15WCXN1 X 2020-01-03,190.84002350040325
15WCXN1 X 2020-01-04,181.54263377010906
15WCXN1 X 2020-01-05,193.04430874622278
15WCXN1 X 2020-01-06,183.45390317302903
15WCXN1 X 2020-01-07,111.73727979326902
15WCXN1 X 2020-01-08,143.19606754420235
15WCXN1 X 2020-01-09,180.09534626090442
15WCXN1 X 2020-01-10,205.03349040925977
15WCXN1 X 2020-01-11,218.89531351975734
15WCXN1 X 2020-01-12,176.97074055411386
15WCXN1 X 2020-01-13,179.52991353031038
15WCXN1 X 2020-01-14,179.91234015936092
15WCXN1 X 2020-01-15,206.1463127196025
15WCXN1 X 2020-01-16,188.67894353232887
15WCXN1 X 2020-01-17,141.4899981120805
15WCXN1 X 2020-01-18,182.53591519346506
15WCXN1 X 2020-01-19,59.15383118977883
15WCXN1 X 2020-01-20,81.18803557028468
15WCXN1 X 2020-01-21,180.88050305725955
15WCXN1 X 2020-01-22,187.11854960217252
15WCXN1 X 2020-01-23,141.4250862979706
15WCXN1 X 2020-01-24,150.72247325634626
15WCXN1 X 2020-01-25,196.0364750502921
15WCXN1 X 2020-01-26,165.796044272759
15WCXN1 X 2020-01-27,121.72897282571968
15WCXN1 X 2020-01-28,193.535439240662
15WCXN1 X 2020-01-29,139.8294119358014
15WCXN1 X 2020-01-30,129.37970166708263
15WCXN1 X 2020-01-31,168.98678722465024
15WCXN1 X 2020-02-01,141.4272655312098
15WCXN1 X 2020-02-02,115.82882206467706
15WCXN1 X 2020-02-03,147.59665997880418
15WCXN1 X 2020-02-04,78.16012375565434
15WCXN1 X 2020-02-05,140.96576334717668
15WCXN1 X 2020-02-06,160.58471786247597
15WCXN1 X 2020-02-07,158.23669660130497
15WCXN1 X 2020-02-08,155.9089918191278
15WCXN1 X 2020-02-09,119.64720216906147
15WCXN1 X 2020-02-10,156.7408539482929
15WCXN1 X 2020-02-11,130.1554819223148
15WCXN1 X 2020-02-12,118.70281507388667
15WCXN1 X 2020-02-13,138.73504083544265
15WCXN1 X 2020-02-14,101.64457574981769
15WCXN1 X 2020-02-15,111.89656101215415
15WCXN1 X 2020-02-16,78.17867314225822
15WCXN1 X 2020-02-17,151.6443312253995
15WCXN1 X 2020-02-18,170.02814162897363
15WCXN1 X 2020-02-19,166.46037374760843
15WCXN1 X 2020-02-20,95.47738455019338
15WCXN1 X 2020-02-21,142.20468410591235
15WCXN1 X 2020-02-22,123.94475254287057
15WCXN1 X 2020-02-23,163.5927155305893
15WCXN1 X 2020-02-24,88.17210208835692
15WCXN1 X 2020-02-25,82.67353471063655
15WCXN1 X 2020-02-26,47.582780933842486
15WCXN1 X 2020-02-27,104.94992724867724
15WCXN1 X 2020-02-28,113.18924998054779
15WCXN1 X 2020-02-29,116.36732242757243
15WCXN1 X 2020-03-01,90.40058231581565
15WCXN1 X 2020-03-02,110.1175170401494
15WCXN1 X 2020-03-03,127.40565215350367
15WCXN1 X 2020-03-04,117.6115107737663
15WCXN1 X 2020-03-05,140.91262145704536
15WCXN1 X 2020-03-06,62.27022474016948
15WCXN1 X 2020-03-07,71.04070766248027
15WCXN1 X 2020-03-08,79.68085656449337
15WCXN1 X 2020-03-09,102.90607309113865
15WCXN1 X 2020-03-10,88.39479343461882
15WCXN1 X 2020-03-11,105.5434482860319
15WCXN1 X 2020-03-12,66.43124325551845
15WCXN1 X 2020-03-13,67.63039465673471
15WCXN1 X 2020-03-14,85.71510515873015
15WCXN1 X 2020-03-15,40.89032602332305
15WCXN1 X 2020-03-16,104.2402380952381
15WCXN1 X 2020-03-17,59.390173974795594
15WCXN1 X 2020-03-18,103.26911972298669
15WCXN1 X 2020-03-19,35.61474787356491
15WCXN1 X 2020-03-20,101.02179890141355
15WCXN1 X 2020-03-21,84.06017436831912
15WCXN1 X 2020-03-22,124.17060443770791
15WCXN1 X 2020-03-23,52.112620664616045
15WCXN1 X 2020-03-24,103.4962310091678
15WCXN1 X 2020-03-25,101.29904456116242
15WCXN1 X 2020-03-26,41.05248127529756
15WCXN1 X 2020-03-27,70.91624728504803
15WCXN1 X 2020-03-28,85.10704488543337
15WCXN1 X 2020-03-29,111.5389530075188
15WCXN1 X 2020-03-30,125.70139814814817
15WCXN1 X 2020-03-31,99.27367161727778
15WCXN1 X 2020-04-01,97.96894827279203
15WCXN1 X 2020-04-02,90.13278991182248
15WCXN1 X 2020-04-03,50.19289608042487
15WCXN1 X 2020-04-04,93.10045790238696
19090SM X 2020-01-02,75.51152016678869
19090SM X 2020-01-03,81.84740919167945
19090SM X 2020-01-04,75.92897923191573
19090SM X 2020-01-05,95.910699336382
19090SM X 2020-01-06,81.04638607449081
19090SM X 2020-01-07,77.1669396771079
19090SM X 2020-01-08,52.49146370956425
19090SM X 2020-01-09,174.46898494401256
19090SM X 2020-01-10,79.3241280385624
19090SM X 2020-01-11,72.37482874135323
19090SM X 2020-01-12,34.592798055779824
19090SM X 2020-01-13,71.75919352834282
19090SM X 2020-01-14,56.87721689170612
19090SM X 2020-01-15,41.60635738497647
19090SM X 2020-01-16,118.78318938431495
19090SM X 2020-01-17,74.79338271226722
19090SM X 2020-01-18,73.31560497390036
19090SM X 2020-01-19,68.76344539627807
19090SM X 2020-01-20,84.94306804112101
19090SM X 2020-01-21,77.35058389356192
19090SM X 2020-01-22,111.82353305389871
19090SM X 2020-01-23,173.46079875224837
19090SM X 2020-02-18,77.0878773909633
19090SM X 2020-02-19,64.84404256305007
19090SM X 2020-02-20,71.07655304742421
19090SM X 2020-02-21,74.98000430703644
19090SM X 2020-02-22,63.227886257445824
19090SM X 2020-02-23,71.145922590752
19090SM X 2020-02-24,53.806413171162475
19090SM X 2020-02-25,50.73753211907785
19090SM X 2020-02-26,101.0853640295742
19090SM X 2020-02-27,89.48053919506766
19090SM X 2020-02-28,85.02043271699546
19090SM X 2020-02-29,95.20168794881552
19090SM X 2020-03-01,55.81501357255127
19090SM X 2020-03-02,57.50614055082083
19090SM X 2020-03-03,73.82553617967832
19090SM X 2020-03-04,69.85240899273329
19090SM X 2020-03-05,65.05082799457898
19090SM X 2020-03-06,85.87097868489104
19090SM X 2020-03-07,54.13563805442788
19090SM X 2020-03-08,90.32988638334791
19090SM X 2020-03-09,65.49344713967982
19090SM X 2020-03-10,82.4716211738826
19090SM X 2020-03-11,79.19273308686829
19090SM X 2020-03-12,68.69618330689424
19090SM X 2020-03-13,55.25719035581436
19090SM X 2020-03-14,49.102631801108245
19090SM X 2020-03-15,86.50810288766937
19090SM X 2020-03-16,78.8820481961387
19090SM X 2020-03-17,66.7752262656659
19090SM X 2020-03-18,50.42534262185228
19090SM X 2020-03-19,64.59523030270238
19090SM X 2020-03-20,77.80620641348786
19090SM X 2020-03-21,53.61003278702534
19090SM X 2020-03-22,66.389944849862
19090SM X 2020-03-23,40.346809177086534
19090SM X 2020-03-24,75.21788492912643
19090SM X 2020-03-25,57.948620325855714
19090SM X 2020-03-26,76.47126871592309
19090SM X 2020-03-27,53.51963334778254
19090SM X 2020-03-28,56.81967263144601
19090SM X 2020-03-29,61.51706314732101
19090SM X 2020-03-30,65.19924599947356
19090SM X 2020-03-31,71.56719639089113
19090SM X 2020-04-01,71.7096605153746
19090SM X 2020-04-02,42.3395196234781
19090SM X 2020-04-03,44.11848999434671
19090SM X 2020-04-04,57.919966539916615
1BD5TVT X 2020-01-02,90.31514224862855
1BD5TVT X 2020-01-03,82.21622857388344
1BD5TVT X 2020-01-04,81.66668824578781
1BD5TVT X 2020-01-05,86.21477890118884
1BD5TVT X 2020-01-06,92.95359326537869
1BD5TVT X 2020-01-07,83.62638064477395
1BD5TVT X 2020-01-08,90.09342985219328
1BD5TVT X 2020-01-09,97.08007797243505
1BD5TVT X 2020-01-10,86.1799027389237
1BD5TVT X 2020-01-11,89.99406078540939
1BD5TVT X 2020-01-12,64.02701158004888
1BD5TVT X 2020-01-13,86.12624184771875
1BD5TVT X 2020-01-14,112.50436100927531
1BD5TVT X 2020-01-15,90.44208107007702
1BD5TVT X 2020-01-16,92.83780106403033
1BD5TVT X 2020-01-17,76.38012318478155
1BD5TVT X 2020-01-18,75.11435218875897
1BD5TVT X 2020-01-19,76.30360426013465
1BD5TVT X 2020-01-20,99.11545514607666
1BD5TVT X 2020-01-21,121.50214038898189
1BD5TVT X 2020-01-22,78.38025590141504
1BD5TVT X 2020-01-23,72.28276048676969
1BD5TVT X 2020-01-24,79.38148096509984
1BD5TVT X 2020-01-25,82.73875581152849
1BD5TVT X 2020-01-26,73.6457311207262
1BD5TVT X 2020-01-27,63.2437384230036
1BD5TVT X 2020-01-28,80.57009841330846
1BD5TVT X 2020-01-29,81.66270982129497
1BD5TVT X 2020-01-30,96.93183604777472
1BD5TVT X 2020-01-31,102.32713679110243
1BD5TVT X 2020-02-01,69.78860520771255
1BD5TVT X 2020-02-02,109.99987789259048
1BD5TVT X 2020-02-03,88.77052641695302
1BD5TVT X 2020-02-04,68.99526069519571
1BD5TVT X 2020-02-05,82.96948043817515
1BD5TVT X 2020-02-06,143.2157562277442
1BD5TVT X 2020-02-07,76.47287183077114
1BD5TVT X 2020-02-08,75.14604651462443
1BD5TVT X 2020-02-09,62.38795235155801
1BD5TVT X 2020-02-10,90.57133212717123
1BD5TVT X 2020-02-11,93.37547461302592
1BD5TVT X 2020-02-12,82.52293017905612
1BD5TVT X 2020-02-13,132.88429596200487
1BD5TVT X 2020-02-14,88.68764010145512
1BD5TVT X 2020-02-15,86.66931352933942
1BD5TVT X 2020-02-16,63.353736348820284
1BD5TVT X 2020-02-17,88.11820285997133
1BD5TVT X 2020-02-18,141.53386287509625
1BD5TVT X 2020-02-19,116.86923558866731
1BD5TVT X 2020-02-20,69.41004925045283
1BD5TVT X 2020-02-21,72.79439683299884
1BD5TVT X 2020-02-22,91.97190055782578
1BD5TVT X 2020-02-23,99.45050364274752
1BD5TVT X 2020-02-24,95.80117841004618
1BD5TVT X 2020-02-25,82.56619041498601
1BD5TVT X 2020-02-26,91.96298309947876
1BD5TVT X 2020-02-27,79.69313719038604
1BD5TVT X 2020-02-28,82.31735074911198
1BD5TVT X 2020-02-29,72.54815598908789
1BD5TVT X 2020-03-01,64.05782252360008
1BD5TVT X 2020-03-02,94.13257077394857
1BD5TVT X 2020-03-03,72.99405807648665
1BD5TVT X 2020-03-04,61.84140469011892
1BD5TVT X 2020-03-05,75.08531703173449
1BD5TVT X 2020-03-06,89.7180497531869
1BD5TVT X 2020-03-07,143.2814362286103
1BD5TVT X 2020-03-08,96.32490747164499
1BD5TVT X 2020-03-09,102.45449609486566
1BD5TVT X 2020-03-10,68.11768513576415
1BD5TVT X 2020-03-11,83.9709523602174
1BD5TVT X 2020-03-12,99.69064927051551
1BD5TVT X 2020-03-13,90.83700008874325
1BD5TVT X 2020-03-14,70.6109895470353
1BD5TVT X 2020-03-15,98.2421187228499
1BD5TVT X 2020-03-16,83.86638690313569
1BD5TVT X 2020-03-17,92.30331324141561
1BD5TVT X 2020-03-18,87.19812756166874
1BD5TVT X 2020-03-19,67.56883564278027
1BD5TVT X 2020-03-20,98.13395793015958
1BD5TVT X 2020-03-21,93.3786221003765
1BD5TVT X 2020-03-22,71.99281526554361
1BD5TVT X 2020-03-23,77.42065044696784
1BD5TVT X 2020-03-24,76.35283878600197
1BD5TVT X 2020-03-25,67.96333990704109
1BD5TVT X 2020-03-26,91.23756580939101
1BD5TVT X 2020-03-27,92.75900959629504
1BD5TVT X 2020-03-28,59.51002190799936
1BD5TVT X 2020-03-29,68.13825297085627
1BD5TVT X 2020-03-30,63.42109295985322
1BD5TVT X 2020-03-31,59.10991095458385
1BD5TVT X 2020-04-01,77.69799780842061
1BD5TVT X 2020-04-02,60.309449310049715
1BD5TVT X 2020-04-03,71.49711836564046
1BD5TVT X 2020-04-04,55.57833331805575
1JJE0UY X 2020-01-02,29.731138371449553
1JJE0UY X 2020-01-03,37.68387675688753
1JJE0UY X 2020-01-04,34.63687981249108
1JJE0UY X 2020-01-05,31.973776893561663
1JJE0UY X 2020-01-06,34.17325591119693
1JJE0UY X 2020-01-07,27.919779924430774
1JJE0UY X 2020-01-08,24.082842222073715
1JJE0UY X 2020-01-09,31.297110117312567
1JJE0UY X 2020-01-10,43.3159284165999
1JJE0UY X 2020-01-11,25.072599029307337
1JJE0UY X 2020-01-12,22.946195307906077
1JJE0UY X 2020-01-13,26.08919666436717
1JJE0UY X 2020-01-14,22.260823995926103
1JJE0UY X 2020-01-15,35.53655410345095
1JJE0UY X 2020-01-16,37.810119476526886
1JJE0UY X 2020-01-17,42.234898070199336
1JJE0UY X 2020-01-18,46.9376553380699
1JJE0UY X 2020-01-19,46.87238814566351
1JJE0UY X 2020-01-20,84.28194103627368
1JJE0UY X 2020-01-21,78.75587069665241
1JJE0UY X 2020-01-22,53.11358378217927
1JJE0UY X 2020-01-23,54.54183854881237
1JJE0UY X 2020-01-24,48.51645894191533
1JJE0UY X 2020-01-25,40.93077784581239
1JJE0UY X 2020-01-26,32.8431867977171
1JJE0UY X 2020-01-27,26.984872927048574
1JJE0UY X 2020-01-28,23.63446995003902
1JJE0UY X 2020-01-29,26.999234485214604
1JJE0UY X 2020-01-30,22.300514642510173
1JJE0UY X 2020-01-31,22.71872087565494
1JJE0UY X 2020-02-01,22.981670222325874
1JJE0UY X 2020-02-02,28.26959581307224
1JJE0UY X 2020-02-03,29.536202578660784
1JJE0UY X 2020-02-04,31.280219780106883
1JJE0UY X 2020-02-05,53.404349490434974
1JJE0UY X 2020-02-06,72.77436213832115
1JJE0UY X 2020-02-07,78.28351949917938
1JJE0UY X 2020-02-08,28.95331088182024
1JJE0UY X 2020-02-09,24.33615951641066
1JJE0UY X 2020-02-10,25.81057403889272
1JJE0UY X 2020-02-11,27.184900310896047
1JJE0UY X 2020-02-12,29.441956691217754
1JJE0UY X 2020-02-13,26.65467516062313
1JJE0UY X 2020-02-14,59.01814689803325
1JJE0UY X 2020-02-15,41.95306429219624
1JJE0UY X 2020-02-16,28.59420791444897
1JJE0UY X 2020-02-17,24.17486250756613
1JJE0UY X 2020-02-18,35.87116536968109
1JJE0UY X 2020-02-19,31.457967573741655
1JJE0UY X 2020-02-20,22.70047066524384
1JJE0UY X 2020-02-21,27.30965885316151
1JJE0UY X 2020-02-22,22.246268152681875
1JJE0UY X 2020-02-23,21.1754581210284
1JJE0UY X 2020-02-24,41.57893931920774
1JJE0UY X 2020-02-25,21.68148161002865
1JJE0UY X 2020-02-26,30.372845682297246
1JJE0UY X 2020-02-27,31.496779320416273
1JJE0UY X 2020-02-28,38.64436751748676
1JJE0UY X 2020-02-29,23.721565980236242
1JJE0UY X 2020-03-01,23.305604246365267
1JJE0UY X 2020-03-02,44.538854783270736
1JJE0UY X 2020-03-03,32.48866719794589
1JJE0UY X 2020-03-04,41.17759254865836
1JJE0UY X 2020-03-05,38.96026592379267
1JJE0UY X 2020-03-06,54.91811287698246
1JJE0UY X 2020-03-07,30.912297830418403
1JJE0UY X 2020-03-08,22.34867054212676
1JJE0UY X 2020-03-09,23.86640014395304
1JJE0UY X 2020-03-10,22.465947914442218
1JJE0UY X 2020-03-11,34.71355221883628
1JJE0UY X 2020-03-12,24.67242853690947
1JJE0UY X 2020-03-13,32.3904063830087
1JJE0UY X 2020-03-14,36.36412080933548
1JJE0UY X 2020-03-15,29.199061296986656
1JJE0UY X 2020-03-16,47.1921044104924
1JJE0UY X 2020-03-17,25.87615329129333
1JJE0UY X 2020-03-18,22.635523872762562
1JJE0UY X 2020-03-19,49.63204477972556
1JJE0UY X 2020-03-20,34.351431918000486
1JJE0UY X 2020-03-21,40.55490101527534
1JJE0UY X 2020-03-22,45.14199043756569
1JJE0UY X 2020-03-23,65.8374194484896
1JJE0UY X 2020-03-24,73.956843256077
1JJE0UY X 2020-03-25,58.09108103385348
1JJE0UY X 2020-03-26,69.02182861619644
1JJE0UY X 2020-03-27,64.40844714214579
1JJE0UY X 2020-03-28,24.850135141546662
1JJE0UY X 2020-03-29,23.00699492065949
1JJE0UY X 2020-03-30,33.09714292493285
1JJE0UY X 2020-03-31,38.540403835909586
1JJE0UY X 2020-04-01,44.68163346566123
1JJE0UY X 2020-04-02,32.62459337683803
1JJE0UY X 2020-04-03,31.929319131281773
1JJE0UY X 2020-04-04,43.618241684672896
1PILPB3 X 2020-01-02,54.19075635253058
1PILPB3 X 2020-01-03,77.5846907052487
1PILPB3 X 2020-01-04,65.19675108297194
1PILPB3 X 2020-01-05,58.000493450464155
1PILPB3 X 2020-01-06,103.81895445716059
1PILPB3 X 2020-01-07,57.017834378318476
1PILPB3 X 2020-01-08,69.0958542209992
1PILPB3 X 2020-01-09,90.69462606323482
1PILPB3 X 2020-01-10,57.2223593423807
1PILPB3 X 2020-01-11,81.43004956600167
1PILPB3 X 2020-01-12,61.578040662018175
1PILPB3 X 2020-01-13,64.8258425225432
1PILPB3 X 2020-01-14,78.12074905190106
1PILPB3 X 2020-01-15,71.53231024712852
1PILPB3 X 2020-01-16,74.20707403927496
1PILPB3 X 2020-01-17,56.23306054751094
1PILPB3 X 2020-01-18,53.92057064294643
1PILPB3 X 2020-01-19,82.54744121695823
1PILPB3 X 2020-01-20,74.46154256547592
1PILPB3 X 2020-01-21,61.28084151152855
1PILPB3 X 2020-01-22,66.00107866232003
1PILPB3 X 2020-01-23,107.04869242840408
1PILPB3 X 2020-01-24,73.86978960441206
1PILPB3 X 2020-01-25,86.65132274961347
1PILPB3 X 2020-01-26,68.92740287844886
1PILPB3 X 2020-01-27,69.98652696766283
1PILPB3 X 2020-01-28,37.41058576384587
1PILPB3 X 2020-01-29,67.44776938791324
1PILPB3 X 2020-01-30,72.37104628814782
1PILPB3 X 2020-01-31,69.18350646066838
1PILPB3 X 2020-02-01,62.47620406504316
1PILPB3 X 2020-02-02,98.25560187099146
1PILPB3 X 2020-02-03,99.1327398561728
1PILPB3 X 2020-02-04,110.42194450908015
1PILPB3 X 2020-02-05,46.30771467228609
1PILPB3 X 2020-02-06,82.03092595571981
1PILPB3 X 2020-02-07,75.44901693869575
1PILPB3 X 2020-02-08,40.12477728633386
1PILPB3 X 2020-02-09,76.86896781730789
1PILPB3 X 2020-02-10,54.03702468959967
1PILPB3 X 2020-02-11,80.57500369424436
1PILPB3 X 2020-02-12,65.79654714034986
1PILPB3 X 2020-02-13,90.49071224091811
1PILPB3 X 2020-02-14,111.46208554596551
1PILPB3 X 2020-02-15,89.49304179244918
1PILPB3 X 2020-02-16,75.26662806557478
1PILPB3 X 2020-02-17,60.01878808490477
1PILPB3 X 2020-02-18,52.718036010396375
